Rez.-Nr.,Ident,ERP-Nr.,Name,Totalmenge,Richtdosierung in g/l,CAS-Nr.,Odour-Type 1,Odour-Type 2,Odour-Type 3,Threshold
185.796P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","0,0001455","0,860",75-07-0,fresh,fruity,green,5
186.179P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","0,000313","0,400",75-07-0,fresh,fruity,green,5
186.569P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","0,0001005","0,300",75-07-0,fresh,fruity,green,5
187.246P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","0,00027","0,300",75-07-0,fresh,fruity,green,5
187.483P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","7,1E-5","0,350",75-07-0,fresh,fruity,green,5
187.521P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ","1,7E-5","0,600",75-07-0,fresh,fruity,green,5
188.819,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.00085,"0,3",75-07-0,fresh,fruity,green,5
188.992,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.00015,0.4,75-07-0,fresh,fruity,green,5
185.044,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.00085,0.3,75-07-0,fresh,fruity,green,5
185.133,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0001,1,75-07-0,fresh,fruity,green,5
186.821,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0001,1,75-07-0,fresh,fruity,green,5
187.365,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0002845,0.5,75-07-0,fresh,fruity,green,5
185.748P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,0005506","0,100",513-86-0,dairy,warm,unpleasant,10
187.522P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,023","0,500",513-86-0,dairy,warm,unpleasant,10
187.571P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,00047","0,100",513-86-0,dairy,warm,unpleasant,10
187.796P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,0022406","0,150",513-86-0,dairy,warm,unpleasant,10
187.896P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,000563","0,250",513-86-0,dairy,warm,unpleasant,10
188.462KHP,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,"0,00044","0,700",513-86-0,dairy,warm,unpleasant,10
185.294,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,0.005332,0.8,513-86-0,dairy,warm,unpleasant,10
185.507P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,009576","0,300",513-86-0,dairy,warm,unpleasant,10
185.578P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0006238","0,120",513-86-0,dairy,warm,unpleasant,10
185.796P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0044582","0,860",513-86-0,dairy,warm,unpleasant,10
186.179P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,009576","0,400",513-86-0,dairy,warm,unpleasant,10
186.293P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,01","1,100",513-86-0,dairy,warm,unpleasant,10
186.395P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,012","1,000",513-86-0,dairy,warm,unpleasant,10
186.396P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,01","1,000",513-86-0,dairy,warm,unpleasant,10
187.004P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",4E-5,"0,200",513-86-0,dairy,warm,unpleasant,10
187.414P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",4E-6,"0,400",513-86-0,dairy,warm,unpleasant,10
187.507P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0166666","0,600",513-86-0,dairy,warm,unpleasant,10
187.519P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,00015","0,400",513-86-0,dairy,warm,unpleasant,10
187.746P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0055226","1,000",513-86-0,dairy,warm,unpleasant,10
187.800P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0001968","1,000",513-86-0,dairy,warm,unpleasant,10
187.834P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0007478","0,700",513-86-0,dairy,warm,unpleasant,10
187.916P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0001968","1,000",513-86-0,dairy,warm,unpleasant,10
188.628P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal","0,0333332","0,300",513-86-0,dairy,warm,unpleasant,10
188.819,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0001176,"0,3",513-86-0,dairy,warm,unpleasant,10
185.044,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0001176,0.3,513-86-0,dairy,warm,unpleasant,10
185.028,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","4,66375E-5","0,400",513-86-0,dairy,warm,unpleasant,10
185.043P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","5,9E-5","0,800",513-86-0,dairy,warm,unpleasant,10
185.086,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","0,00574","0,300",513-86-0,dairy,warm,unpleasant,10
187.843P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","0,0007661","0,600",513-86-0,dairy,warm,unpleasant,10
187.894P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","0,004607","0,250",513-86-0,dairy,warm,unpleasant,10
187.895P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","0,0051189","0,120",513-86-0,dairy,warm,unpleasant,10
188.668P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal","0,0092","0,500",513-86-0,dairy,warm,unpleasant,10
187.772,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0186345,0.2,513-86-0,dairy,warm,unpleasant,10
187.167P,R01502,60030046_+K+,Aceton,"0,00018","0,050",67-64-1,fresh,fruity,unpleasant,50
185.471,R02162,60030560_+K+,"Aceton, natürlich Kosher","2,8E-5","1,000",67-64-1,fresh,fruity,unpleasant,50
186.569P,R02162,60030560_+K+,"Aceton, natürlich Kosher","2,3E-5","0,300",67-64-1,fresh,fruity,unpleasant,50
187.483P,R02162,60030560_+K+,"Aceton, natürlich Kosher","0,000139","0,350",67-64-1,fresh,fruity,unpleasant,50
187.365,R02162,60030560_+K+,"Aceton, natürlich Kosher",0.000012,0.5,67-64-1,fresh,fruity,unpleasant,50
185.028,R02160,60030558,"Acetophenon, natürlich Halal","9,1E-7","0,400",98-86-2,floral,fruity,,"0,01"
187.786P,R02160,60030558,"Acetophenon, natürlich Halal","0,000172","0,400",98-86-2,floral,fruity,,"0,01"
188.402P,R02160,60030558,"Acetophenon, natürlich Halal","3,33E-6","2,000",98-86-2,floral,fruity,,"0,01"
185.748P,R02529,60030693,Acetyl N-methylanthranilat,"8,3E-5","0,100",2719-08-6,floral,warm,fruity,
187.871P,R02529,60030693,Acetyl N-methylanthranilat,"0,000219","1,000",2719-08-6,floral,warm,fruity,
185.748P,R02134,60030539_+K+,Acetylpropionyl Halal,"0,000615","0,100",600-14-6,dairy,warm,unpleasant,"0,05"
189.075,R02134,60030539_+K+,Acetylpropionyl Halal,0.0002,0.25,600-14-6,dairy,warm,unpleasant,"0,05"
185.086,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,004256","0,300",600-14-6,dairy,warm,unpleasant,"0,05"
185.507P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,003544","0,300",600-14-6,dairy,warm,unpleasant,"0,05"
185.796P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,00165","0,860",600-14-6,dairy,warm,unpleasant,"0,05"
186.179P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,003544","0,400",600-14-6,dairy,warm,unpleasant,"0,05"
186.395P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000138","1,000",600-14-6,dairy,warm,unpleasant,"0,05"
186.396P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000115","1,000",600-14-6,dairy,warm,unpleasant,"0,05"
187.507P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000192","0,600",600-14-6,dairy,warm,unpleasant,"0,05"
187.746P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000108","1,000",600-14-6,dairy,warm,unpleasant,"0,05"
187.894P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000545","0,250",600-14-6,dairy,warm,unpleasant,"0,05"
187.895P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000698","0,120",600-14-6,dairy,warm,unpleasant,"0,05"
188.628P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,000384","0,300",600-14-6,dairy,warm,unpleasant,"0,05"
188.668P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal","0,0058","0,500",600-14-6,dairy,warm,unpleasant,"0,05"
186.821,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.00012,1,600-14-6,dairy,warm,unpleasant,"0,05"
186.985P,R02034,60030481_+G+,"Allylhexanoat, natürlich Halal","0,000196","1,200",123-68-2,fruity,exotic,fresh,
185.309P,R01510,60030054,alpha-Ionon Halal Kosher,9E-5,"0,500",127-41-3,woody,floral,,"0,001"
186.985P,R02002,60030451,"alpha-Ionon, natürlich Kosher Halal","7,4E-5","1,200",127-41-3,woody,floral,,"0,001"
187.004P,R02002,60030451,"alpha-Ionon, natürlich Kosher Halal",3E-6,"0,200",127-41-3,woody,floral,,"0,001"
186.950P,R01511,60030055,alpha-Iron,"2,2E-5","1,000",79-69-6,woody,floral,,"0,01"
187.662P,R01511,60030055,alpha-Iron,"4,6E-5","0,500",79-69-6,woody,floral,,"0,01"
187.694P,R01511,60030055,alpha-Iron,"1,4E-5","0,400",79-69-6,woody,floral,,"0,01"
187.695P,R01511,60030055,alpha-Iron,8E-6,"0,750",79-69-6,woody,floral,,"0,01"
185.514,R01515,60030059,alpha-Terpineol Kosher Halal,4E-6,"0,250",98-55-5,fresh,floral,,"0,1"
186.190P,R01515,60030059,alpha-Terpineol Kosher Halal,8E-6,"0,300",98-55-5,fresh,floral,,"0,1"
186.490P,R01515,60030059,alpha-Terpineol Kosher Halal,"0,000109","0,500",98-55-5,fresh,floral,,"0,1"
187.662P,R01515,60030059,alpha-Terpineol Kosher Halal,2E-5,"0,500",98-55-5,fresh,floral,,"0,1"
187.752P,R01515,60030059,alpha-Terpineol Kosher Halal,"0,000941","0,170",98-55-5,fresh,floral,,"0,1"
187.753P,R01515,60030059,alpha-Terpineol Kosher Halal,"0,000282","0,170",98-55-5,fresh,floral,,"0,1"
185.043P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","1,7E-5","0,800",98-55-5,fresh,floral,,"0,1"
185.091,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,00012","0,500",98-55-5,fresh,floral,,"0,1"
185.178HP,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,00012","0,300",98-55-5,fresh,floral,,"0,1"
185.513P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,003262","0,800",98-55-5,fresh,floral,,"0,1"
185.675P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,000166","0,600",98-55-5,fresh,floral,,"0,1"
185.922P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","1,5E-5","0,500",98-55-5,fresh,floral,,"0,1"
186.395P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,000755","1,000",98-55-5,fresh,floral,,"0,1"
186.396P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,000629","1,000",98-55-5,fresh,floral,,"0,1"
186.985P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","8,6E-5","1,200",98-55-5,fresh,floral,,"0,1"
187.004P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","9,9E-5","0,200",98-55-5,fresh,floral,,"0,1"
187.015P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,0002","0,350",98-55-5,fresh,floral,,"0,1"
187.061P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","4,4E-5","1,000",98-55-5,fresh,floral,,"0,1"
187.507P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,001048","0,600",98-55-5,fresh,floral,,"0,1"
187.786P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","3,3E-5","0,400",98-55-5,fresh,floral,,"0,1"
188.628P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG","0,002096","0,300",98-55-5,fresh,floral,,"0,1"
188.819,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.000017,"0,3",98-55-5,fresh,floral,,"0,1"
189.012,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.000005,0.3,98-55-5,fresh,floral,,"0,1"
185.044,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.000017,0.3,98-55-5,fresh,floral,,"0,1"
187.004P,R02240,60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal",3E-7,"0,200",64-18-6,fresh,unpleasant,,100
187.246P,R02240,60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal","4,2E-6","0,300",64-18-6,fresh,unpleasant,,100
187.414P,R02240,60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal","1,055E-6","0,400",64-18-6,fresh,unpleasant,,100
187.799P,R02240,60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal","2,835E-6","0,700",64-18-6,fresh,unpleasant,,100
188.977,R02240,60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal",0.000042,0.6,64-18-6,fresh,unpleasant,,100
186.277P,R01637,60030178_+K+,Ameisensäure Halal,"0,0005","0,500",64-18-6,fresh,unpleasant,,100
187.519P,R01637,60030178_+K+,Ameisensäure Halal,"2,19E-6","0,400",64-18-6,fresh,unpleasant,,100
187.567P,R01637,60030178_+K+,Ameisensäure Halal,"3,61E-6","0,200",64-18-6,fresh,unpleasant,,100
187.694P,R01637,60030178_+K+,Ameisensäure Halal,"8,1E-7","0,400",64-18-6,fresh,unpleasant,,100
187.695P,R01637,60030178_+K+,Ameisensäure Halal,"4,65E-7","0,750",64-18-6,fresh,unpleasant,,100
187.871P,R01637,60030178_+K+,Ameisensäure Halal,"9,975E-6","1,000",64-18-6,fresh,unpleasant,,100
187.885P,R01637,60030178_+K+,Ameisensäure Halal,"1,002E-6","0,900",64-18-6,fresh,unpleasant,,100
187.892P,R01637,60030178_+K+,Ameisensäure Halal,"6,2E-7","0,200",64-18-6,fresh,unpleasant,,100
185.237H,R01637,60030178_+K+,Ameisensäure Halal Kosher,"0,0005","0,500",64-18-6,fresh,unpleasant,,100
186.950P,R01637,60030178_+K+,Ameisensäure Halal Kosher,"1,3E-6","1,000",64-18-6,fresh,unpleasant,,100
187.920P,R01637,60030178_+K+,Ameisensäure Halal Kosher,"0,00112505","0,200",64-18-6,fresh,unpleasant,,100
188.462KHP,R01637,60030178_+K+,Ameisensäure Halal Kosher,"9,2E-7","0,700",64-18-6,fresh,unpleasant,,100
188.481KHP,R01637,60030178_+K+,Ameisensäure Halal Kosher,"0,000154695","1,000",64-18-6,fresh,unpleasant,,100
188.820,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.0000005,"0,3",64-18-6,fresh,unpleasant,,100
188.866,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.0000015,0.5,64-18-6,fresh,unpleasant,,100
188.894,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.00001371,0.5,64-18-6,fresh,unpleasant,,100
187.776,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.00000077,0.4,64-18-6,fresh,unpleasant,,100
187.897P,R01519,60030063,Amylbutyrat,"0,000866","0,350",540-18-1,fruity,exotic,,
185.309P,R01753,60030293_+K+,Anisaldehyd Halal,"6,5E-5","0,500",123-11-5,warm,floral,,0.006666667
187.893P,R02371,60030665,Anisylacetat Halal,"0,000109","2,300",104-21-2,warm,balsamic,fruity,
185.796P,R00029,24100003_+EK+,"Apfel-Aroma-Wasserphase HK Typ A, BG","0,068901","0,860",,odorless,,,k.E.
185.741P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"0,000228","1,000",100-52-7,floral,warm,,"0,5"
185.748P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,6E-6,"0,100",100-52-7,floral,warm,,"0,5"
186.190P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"0,00027","0,300",100-52-7,floral,warm,,"0,5"
186.490P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"4,5E-5","0,500",100-52-7,floral,warm,,"0,5"
187.015P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,3E-5,"0,350",100-52-7,floral,warm,,"0,5"
187.061P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"1,2E-5","1,000",100-52-7,floral,warm,,"0,5"
187.519P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"0,000434","0,400",100-52-7,floral,warm,,"0,5"
187.871P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"0,0009975","1,000",100-52-7,floral,warm,,"0,5"
187.885P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"0,0001002","0,900",100-52-7,floral,warm,,"0,5"
187.892P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"6,2E-5","0,200",100-52-7,floral,warm,,"0,5"
188.462KHP,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"6,2E-5","0,700",100-52-7,floral,warm,,"0,5"
188.481KHP,R01524,60030067_+K+,Benzaldehyd Kosher Halal,"1,28E-5","1,000",100-52-7,floral,warm,,"0,5"
188.639P,R01524,60030067_+K+,Benzaldehyd Kosher Halal,6E-5,0.2,100-52-7,floral,warm,,"0,5"
189.075,R01524,60030067_+K+,Benzaldehyd Kosher Halal,0.0002,0.25,100-52-7,floral,warm,,"0,5"
185.664,R01524,60030067_+K+,Benzaldehyd Kosher Halal,0.000232,0.4,100-52-7,floral,warm,,"0,5"
186.192,R01524,60030067_+K+,Benzaldehyd Kosher Halal,0.000259,0.23,100-52-7,floral,warm,,"0,5"
187.776,R01524,60030067_+K+,Benzaldehyd Kosher Halal,0.0002019,0.4,100-52-7,floral,warm,,"0,5"
185.314,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","3,2E-5","0,600",100-52-7,floral,warm,,"0,5"
185.339P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","8,7E-5","1,000",100-52-7,floral,warm,,"0,5"
186.395P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,000132","1,000",100-52-7,floral,warm,,"0,5"
186.396P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,00011","1,000",100-52-7,floral,warm,,"0,5"
186.981P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,001","0,300",100-52-7,floral,warm,,"0,5"
186.985P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG",7E-6,"1,200",100-52-7,floral,warm,,"0,5"
187.119P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG",5E-6,"1,900",100-52-7,floral,warm,,"0,5"
187.414P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,0001055","0,400",100-52-7,floral,warm,,"0,5"
187.507P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,000183","0,600",100-52-7,floral,warm,,"0,5"
187.746P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,000119","1,000",100-52-7,floral,warm,,"0,5"
187.786P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,000408","0,400",100-52-7,floral,warm,,"0,5"
187.886P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","2,6E-5","0,350",100-52-7,floral,warm,,"0,5"
188.412P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","4,4E-5","0,400",100-52-7,floral,warm,,"0,5"
188.628P,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG","0,000366","0,300",100-52-7,floral,warm,,"0,5"
185.133,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG",0.000002,1,100-52-7,floral,warm,,"0,5"
186.821,R01919,60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG",0.00000152,1,100-52-7,floral,warm,,"0,5"
185.309P,R01526,60030069,Benzylacetat Halal,"0,000275","0,500",140-11-4,floral,fruity,fresh,"0,5"
185.741P,R01526,60030069,Benzylacetat Halal,"0,000321","1,000",140-11-4,floral,fruity,fresh,"0,5"
186.190P,R01526,60030069,Benzylacetat Halal,8E-6,"0,300",140-11-4,floral,fruity,fresh,"0,5"
186.490P,R01526,60030069,Benzylacetat Halal,"5,6E-5","0,500",140-11-4,floral,fruity,fresh,"0,5"
187.897P,R01526,60030069,Benzylacetat Halal,"0,000164","0,350",140-11-4,floral,fruity,fresh,"0,5"
185.675P,R01526,60030069,Benzylacetat Halal Kosher,"5,8E-5","0,600",140-11-4,floral,fruity,fresh,"0,5"
185.748P,R01526,60030069,Benzylacetat Halal Kosher,"0,001545","0,100",140-11-4,floral,fruity,fresh,"0,5"
187.773P,R01526,60030069,Benzylacetat Halal Kosher,"0,014875","0,800",140-11-4,floral,fruity,fresh,"0,5"
187.796P,R01526,60030069,Benzylacetat Halal Kosher,"0,001658","0,150",140-11-4,floral,fruity,fresh,"0,5"
188.462KHP,R01526,60030069,Benzylacetat Halal Kosher,"0,000125","0,700",140-11-4,floral,fruity,fresh,"0,5"
189.051,R01526,60030069,Benzylacetat Halal Kosher,0.00005,0.2,140-11-4,floral,fruity,fresh,"0,5"
185.664,R01526,60030069,Benzylacetat Halal Kosher,0.000004,0.4,140-11-4,floral,fruity,fresh,"0,5"
187.776,R01526,60030069,Benzylacetat Halal Kosher,0.001838,0.4,140-11-4,floral,fruity,fresh,"0,5"
185.091,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,00012","0,500",140-11-4,floral,fruity,fresh,"0,5"
185.178HP,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,00012","0,300",140-11-4,floral,fruity,fresh,"0,5"
185.339P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","4,1E-5","1,000",140-11-4,floral,fruity,fresh,"0,5"
185.382P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","5,6E-5","1,000",140-11-4,floral,fruity,fresh,"0,5"
185.507P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal",2E-6,"0,300",140-11-4,floral,fruity,fresh,"0,5"
185.796P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal",1E-6,"0,860",140-11-4,floral,fruity,fresh,"0,5"
186.179P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal",2E-6,"0,400",140-11-4,floral,fruity,fresh,"0,5"
186.395P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,000443","1,000",140-11-4,floral,fruity,fresh,"0,5"
186.396P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,000369","1,000",140-11-4,floral,fruity,fresh,"0,5"
186.981P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,00055","0,300",140-11-4,floral,fruity,fresh,"0,5"
186.985P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,000244","1,200",140-11-4,floral,fruity,fresh,"0,5"
187.004P,R01943,60030401,"Benzylacetat, natürlich Kosher Halal","0,001283","0,200",140-11-4,floral,fruity,fresh,"0,5"
