Stamm-Nr.,Rez.-Nr.,Rezepturbezeichnung,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),,,
29201588,187.522P,Erdbeer-Aroma,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0100000000,79-33-4,odorless,,,,,,,0,,,
29202470,188.375P,Erdbeer-Aroma,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0254380000,79-33-4,odorless,,,,,,,0,,,
29200823,186.950P,Erdbeer-Aroma,60030055,alpha-Iron,0.0000220000,79-69-6,floral,orris,berry,violet,floral,fruity,,0.01,,,
29201745,187.662P,Erdbeer-Aroma,60030055,alpha-Iron,0.0000460000,79-69-6,floral,orris,berry,violet,floral,fruity,,0.01,,,
29200974,187.061P,Erdbeer-Aroma,60040022_+ÖK+,Labdanum Absolue Halal,0.0000160000,8016-26-0,amber,woody,musty,gourmand,warm,woody,,"0,2",,,
29201969,187.894P,Erdbeer-Aroma,60020138_+ÖK+,Neroli-Öl Tunisien,0.0001280000,8016-38-4,citrus,neroli,,,citrus,floral,,"0,3",,,
RE01628_A01,185.902P,Erdbeer-Aroma,60040003_+ÖK+,Jasmin-Absolue (blumig) Halal,0.0004300000,8022-96-6,floral,fruity,tropical,naphthyl,floral,fruity,tropical,"0,05",,,
29203204,185.922P,Erdbeer-Aroma,60040003_+ÖK+,Jasmin-Absolue (blumig) Halal,0.0001200000,8022-96-6,floral,fruity,tropical,naphthyl,floral,fruity,tropical,"0,05",,,
29201878,187.783P,Erdbeer-Aroma,60040003_+ÖK+,Jasmin-Absolue (blumig) Halal,0.0000510000,8022-96-6,floral,fruity,tropical,naphthyl,floral,fruity,tropical,"0,05",,,
29203204,185.922P,Erdbeer-Aroma,60030366,"Cycloten, natürlich Halal",0.0000080000,80-71-7,caramellic,maple,syrup,,warm,,,1,,,
29200817,185.796P,Erdbeer-Aroma,60030505,"2-Nonanon, natürlich Halal",0.0000040000,821-55-6,fresh,green,weedy,earthy,fresh,green,,0.066666667,,,
29201835,187.746P,Erdbeer-Aroma,60030505,"2-Nonanon, natürlich Halal",0.0000130000,821-55-6,fresh,green,weedy,earthy,fresh,green,,0.066666667,,,
29202914,188.796P,Erdbeer-Aroma,60030505,"2-Nonanon, natürlich Halal",0.0000240000,821-55-6,fresh,green,weedy,earthy,fresh,green,,0.066666667,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030520,"Dimethylanthranilat, natürlich Halal",0.0000860000,85-91-6,Musty,floral,orange blossom,grape,floral,fruity,citrus,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030520,"Dimethylanthranilat, natürlich Halal",0.0000050000,85-91-6,Musty,floral,orange blossom,grape,floral,fruity,citrus,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030141,Dimethylanthranilat,0.0000860000,85-91-6,Musty,floral,orange blossom,grape,floral,fruity,citrus,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030520,"Dimethylanthranilat, natürlich Halal",0.0007130000,85-91-6,Musty,floral,orange blossom,grape,floral,fruity,citrus,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030520,"Dimethylanthranilat, natürlich Halal",0.0008250000,85-91-6,Musty,floral,orange blossom,grape,floral,fruity,citrus,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030255,Methyl-2-methylbutyrat Halal Kosher,0.0001940000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0000020000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0000160000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030255,Methyl-2-methylbutyrat Halal Kosher,0.0038630000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0004310000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030255,Methyl-2-methylbutyrat Halal Kosher,0.0197150000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0000120000,868-57-5,Fruity,apple,berry,ripe,fruity,tropical,,0.1,,,
29200047,185.267,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0063080000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0143890000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0194060000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201172,185.741P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0115940000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0029540000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0010670000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0000110000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0060610000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0114710000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0095590000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0035500000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0006240000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0017500000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0159320000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0191590000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0001920000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0148270000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201878,187.783P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0029360000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0055230000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201955,187.885P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0009930000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0089950000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0058160000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0173410000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0552240000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0006190000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202513,188.412P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0268240000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0318640000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202795,188.668P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0003000000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0190380000,928-96-1,green,fresh,grassy,foliage,green,,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030472,"Methylbenzoat, natürlich Halal",0.0000760000,93-58-3,fruity,floral,ylang-ylang,phenolic,fruity,floral,,0.01,,,
29201964,187.893P,Erdbeer-Aroma,60030471,Methylbenzoat Halal,0.0001090000,93-58-3,fruity,floral,ylang-ylang,phenolic,fruity,floral,,0.01,,,
29201745,187.662P,Erdbeer-Aroma,60030153,Ethylbenzoat,0.0000390000,93-89-0,Floral,wintergreen,ylang-ylang,fruity,floral,warm,fruity,0.01,,,
29200240,185.675P,Erdbeer-Aroma,60030323,Styralylacetat Halal Kosher,0.0000280000,93-92-5,green,leafy,gardenia,rhubarb,green,,,0.5,,,
29202513,188.412P,Erdbeer-Aroma,60030517,"Styralylacetat, natürlich Halal",0.0002420000,93-92-5,green,leafy,gardenia,rhubarb,green,,,0.5,,,
29200817,185.796P,Erdbeer-Aroma,60030393,"Eugenol, natürlich Kosher Halal",0.0000020000,97-53-0,spicy,clove,woody,,warm,woody,,0.5,,,
29202914,188.796P,Erdbeer-Aroma,60030393,"Eugenol, natürlich Kosher Halal",0.0000090000,97-53-0,spicy,clove,woody,,warm,woody,,0.5,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030425,"Ethylisobutyrat, natürlich Halal",0.0000230000,97-62-1,fruity,ethereal,fusel,rummy,fruity,solvent,,1,,,
29201955,187.885P,Erdbeer-Aroma,60030160,Ethylisobutyrat Halal Kosher,0.0000300000,97-62-1,fruity,ethereal,fusel,rummy,fruity,solvent,,1,,,
29201971,187.892P,Erdbeer-Aroma,60030160,Ethylisobutyrat Halal Kosher,0.0000310000,97-62-1,fruity,ethereal,fusel,rummy,fruity,solvent,,1,,,
29200240,185.675P,Erdbeer-Aroma,60030369,Ethyllactat Halal,0.0013880000,97-64-3,fruity,tart,buttery,butterscotch,fruity,dairy,,100,,,
29201588,187.522P,Erdbeer-Aroma,60030369,Ethyllactat Halal,0.0044000000,97-64-3,fruity,tart,buttery,butterscotch,fruity,dairy,,100,,,
29201964,187.893P,Erdbeer-Aroma,60030369,Ethyllactat Halal,0.0001740000,97-64-3,fruity,tart,buttery,butterscotch,fruity,dairy,,100,,,
29202470,188.375P,Erdbeer-Aroma,60030162,"Ethyllactat, natürlich Kosher Halal",0.0336880000,97-64-3,fruity,tart,buttery,butterscotch,fruity,dairy,,100,,,
29202795,188.668P,Erdbeer-Aroma,60030162,"Ethyllactat, natürlich Kosher Halal",0.0103000000,97-64-3,fruity,tart,buttery,butterscotch,fruity,dairy,,100,,,
29200240,185.675P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0001660000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0000150000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0007550000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0006290000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0000440000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0010480000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0000200000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0020960000,98-55-5,floral,pine,terpene,lilac,floral,,,0.1,,,
